County Reporting,Date of Interview,Name of Employer,# employees at work place,Size Category          Small(0-50)           Large (50+),# of tobacco users at work place,Does employer hire tobacco users?             --yes or no,"Does employer provide health insurance?  yes or no?  If no, proceed to column Y.",Please select type of insurance coverage:  self-insured or fully-insured,Insurance Carrier,"Please select one employer sector: government, healthcare, or business (including private or non-profit)",Any tobacco cessation coverage?,Patch NRT OTC Covered?                     -- Yes or No,Gum NRT OTC Covered?                      -- Yes or No,Lozenge NRT OTC Covered?                    -- yes or no,Covered OTC only?,Inhaler NRT RX Covered?                    -- yes or no,Nose Spray RX Covered?                    -- yes or no,Bupropion RX  Covered?                   -- yes or no,Varenicline RX Covered?                    -- yes or no,Covered RX only?,Covered both OTC and RX?,Individual Counseling Covered?                   -- yes or no,Phone Counseling Covered?                    -- yes or no,Group Counseling Covered?                      -- yes or no,Web Based Counseling Covered?    -- yes or no,Covered some types of counseling?,Covered all types of counseling?,Covers at least 2 Quit Attempts provided per year                  -- yes or no,Are a combination of both cessation medication and counseling covered?,"Any barriers to coverage, such as counseling before medications or    co-pays?             --yes or no","Extent of TFG Policy Coverage -- 100% SFG, 100% TFG, SFIW, or SFIWO     ",E-cigs included in policy as restricted yes or no,Silver FTCA Medication Criteria Met,Gold FTCA Medication Criteria Met,Baseline SOC      BENEFIT,Baseline SOC           TFG Policy,Baseline SOC            Promote Encourage Provide,BaselineWas a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-1        FY(13-14) SOC      BENEFIT,Q-1        FY(13-14) SOC      TFG Policy,Q-1        FY(13-14) SOC         Promote Encourage Provide,Q-1        Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-2        FY(13-14) SOC      BENEFIT,Q-2        FY(13-14) SOC      TFG Policy,Q-2        FY(13-14) SOC         Promote Encourage Provide,Q-2      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-3        FY(13-14) SOC      BENEFIT,Q-3        FY(13-14) SOC      TFG Policy,Q-3        FY(13-14) SOC         Promote Encourage Provide,Q-3      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,Q-4        FY(13-14) SOC      BENEFIT,Q-4        FY(13-14) SOC      TFG Policy,Q-4        FY(13-14) SOC         Promote Encourage Provide,Q-4      Was a referral to a local AHEC  made for this employer this quarter?           Yes or No,"Briefly describe any progress made with this employer from baseline interview.                  (For example, has an employer strengthened a campus policy, instituted a no-hire policy,   increased benefit coverage, or made a decision to do so?  Have you sent this employer emails or information newsletters to maintain regular communication?  Have you spoken by phone or face-fo-face?)","Briefly describe any plans, opportunities or potential strategies to engage this employer in the coming quarter to move them from one stage of change to another."
Sarasota,1/11/2012,Imagine Schools,97,2,99,99,99,99,99,99,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,2,77,77,77,4,5,1,99,4,5,1,No,4,5,1,No,4,5,1,No,4,5,1,No,"No specific follow-up with this employer during Quarter 4 with regards to ECC policy, however communication with the new Principal did take place. This new open communication is promising for future work in the policy area with this employer. ","During our initial contact with this employer, they expressed an unwillingness to implement any changes to their current policy, however since the origi88l presentation, a new principal was hired. There was a presentation in Quarter 4 for the students of the school, this provided TPS the opportunity to interact with the principle, however it was not a good opportunity to discuss ECC policy.  "
Sarasota,1/6/2012,Lily's Bridal Boutique,1,1,99,99,99,99,99,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,4,2,77,77,88,1,2,99,88,1,2,No,88,1,2,No,4,5,1,No,4,5,1,No,It was not appropriate to reach out to this employer again as they were not interested in being contacted further. ,No planned activities at this time.
Sarasota,1/23/2013,Luhrsen Law Firm,9,1,99,1,1,2,4,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,2,1,77,77,4,4,4,99,5,5,5,No,5,5,5,No,5,5,5,No,5,5,5,No,No specific follow-up with this employer during Quarter 4,"This employer continues to be a champion for ECC policy area, however at this time, there are no plans for continued follow-up."
Sarasota,5/21/2013,Comcast Spotlight- Sarasota,50+,2,99,99,1,99,2,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,3,2,77,77,5,1,5,No,5,1,5,No,5,1,5,No,5,1,5,No,5,1,5,No,"This employer is a 88tio88l employer and there is no local control/ability to implement policy change in the corporate structure. Follow-up would have to be done at the state or 88tio88l level. Though communication continues with this employer for other programmatic needs, No specific ECC follow-up with this employer during Quarter 4.",There are no current plans to re-engage this employer as there is no local HR department.
Sarasota,5/30/2013,Longboat Key Club,500,2,99,1,1,1,12,3,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,1,3,2,77,77,1,2,3,Yes,1,2,3,No,1,2,3,No,1,2,3,No,1,2,3,No,"No Update- Our origi88l contact with this employer left, we've been u88ble to connect with a new representative at this time.",No planned activities at this time.
Sarasota,6/27/2013,Wilkinson Chiropractic Care,8,1,0,99,1,1,4,2,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,2,77,77,4,2,77,77,1,1,3,Yes,1,1,3,No,1,1,3,No,1,1,3,No,1,1,3,No,No specific follow-up with this employer during Quarter 4,No planned activities at this time.
Sarasota,12/11/2012,Sarasota County School District,5450,2,1030,99,1,2,4,4,1,99,99,99,77,99,99,99,99,77,77,1,99,99,99,1,77,99,77,99,3,2,77,77,5,1,2,Yes,5,1,2,No,5,1,2,No,5,4,4,No,5,4,4,No,"Work was done in Quarter 4 regarding the K-12 policy at this employer. A paid advertisement was run in a local newspaper, encouraging community support for adopting a comprehensive tobacco policy, which would also benefit the ECC policy area. A School Board member was elected into the position of Chair of the Tobacco Free Partnership of Sarasota County in Quarter 3, which is encouraging for future progress in this policy area. Additio88lly, the Tobacco Free Partnership is making the K-12 policy area a priority, which should benefit the ECC policy area as well. ",We maintain a relationship with this employer through the ECC policy area and through our work with the K-12 Policy area. We will continue to offer support as needed and periodic follow-up. 
Sarasota,12/11/2012,Sarasota County School Board,5450,2,1030,99,1,2,4,4,77,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,3,2,77,77,5,4,4,Yes,5,4,4,No,5,4,4,No,5,4,4,No,5,4,4,No,See Above,See Above
Sarasota,99,Sarasota County Government,3200,2,500,99,1,99,2,6,1,99,99,99,77,1,1,1,1,77,77,99,99,1,99,1,77,1,77,99,2,2,77,77,5,5,5,No,5,5,5,No,5,5,5,No,5,5,5,No,5,5,5,No,"Continued open communication with this employer via email, specifically as it relates to e-cigarette use. At this time there are plans for strengthening their current policy to include e-cigarettes and to engage with AHEC to provide resources to tobacco users previously grandfathered in, who may be interested in making a quit attempt. ","New tobacco-free campus sig88ge provided in Quarter 4, which includes e-cigarette language."
Sarasota,8/13/2013,Plymouth Harbor,220,2,35,1,1,1,99,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,77,2,2,2,2,2,Yes,2,3,3,Yes,4,4,4,Yes,4,4,4,Yes,4,5,5,No,"Open communication via email, phone and face-to-face contact has continued throughout Quarter 4. This employer's Tobacco-Free grounds policy went live on May 1st, 2014. TPS is currently gathering success stories and continues to support these efforts as needed. ",We will continue to provide support to this employer as they maintain their ECC/Tobacco-Free Grounds policy. 
Sarasota,9/13/2013,A Banyan Residence,32,1,15,1,1,2,77,2,1,2,2,2,2,2,2,2,1,1,2,77,77,77,77,77,77,77,77,2,3,2,2,2,2,2,3,Yes,2,2,3,Yes,2,2,3,Yes,2,2,3,No,2,2,3,No,"Communication with this employer stalled in Quarter 3. It was discovered that the administrator we worked with in the past was replaced. Attempts were make via phone to reach out to the new administration, however by the end of Quarter 3 all attempts had been unsuccessful. ",We plan to continue attempting to reach out to the current administration and establishing a relationship in Quarter 4.
Sarasota,9/23/2013,Sunnyside Village,150,2,35,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,77,4,2,2,2,2,2,2,Yes,2,2,2,Yes,2,2,2,No,2,2,2,No,99,99,99,99,Communication with this employer stalled after January as the origi88l contact we had with the administration retired. ,Efforts will be made in Quarter 4 to follow-up with administrators and the new wellness personnel. 
Sarasota,10/29/2013,Radiology Associates of Venice,45-50,1,2,1,1,2,6,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,4,2,77,77,1,1,1,No,88,88,88,88,1,1,1,No,1,1,1,No,1,1,1,No,"No specific follow-up was made with this employer in Quarter 4 as there was no interest in creating a written policy at the time of the initial interview. The employer opted to not provide a copy of their benefits summary, nor were they interested in providing 3 Ways to Quit information or AHEC class information to employees.",No planned activities at this time.
Sarasota,11/12/2013,Aadvantage Displays and Graphics,3,1,0,1,2,99,99,99,88,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,4,2,77,77,1,2,2,No,88,88,88,88,1,2,2,No,1,2,2,No,1,2,2,No,No specific follow-up with this employer during Quarter 4,Employer was interested in launching a policy within 6-12 months of initial interview. Follow-up will be attempted in 2014-2015.
Sarasota,12/17/2013,"Mental Health Community Centers, Inc. - Beacon House",7,1,3,1,1,2,6,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,4,2,77,77,2,2,2,Yes,88,88,88,88,2,2,2,Yes,2,2,2,No,2,2,2,No,No specific follow-up with this employer during Quarter 4,Follow-up will be conducted in 2014-2015 regarding policy change for all centers located within Sarasota County. 
Sarasota,1/23/2014,Sarasota Bradenton International Airport,147,2,6,2,1,1,6,3,1,77,77,77,77,77,77,77,77,77,77,1,1,1,2,1,2,77,77,2,3,77,77,77,5,2,5,No,88,88,88,88,88,88,88,88,5,2,5,No,5,2,5,No,No specific follow-up with this employer during Quarter 4,"Follow-up will be conducted in 2014-2015 as needed. At this time it appears that this employer has a relatively comprehensive policy, though there may be some opportunity to work with them through the Healthy Sarasota County Workplaces initiative. "
Sarasota,2/18/2014,Davidson's Drugs,88,2,1,2,1,1,77,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77,99,2,2,2,2,5,3,No,88,88,88,88,88,88,88,88,2,5,3,No,2,5,3,No,No specific follow-up with this employer during Quarter 4,Follow-up will be conducted in 2014-2015 as needed. This employer was interested in exploring options available to them through the Healthy Sarasota County Workplaces initiative.
Sarasota,3/26/2014,Freedom Senior Management,425,2,77,1,1,2,2,3,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,3,2,77,77,2,2,2,No,88,88,88,88,88,88,88,88,2,2,2,No,2,2,2,No,No specific follow-up with this employer during Quarter 4,"At the time of the baseline interview, Freedom Senior Ma88gement was in the initial phases of implementing an employee wellness program. Follow-up will be conducted in 2014-2015 to provide guidance and support during their employee wellness program roll-out. "
Sarasota,6/25/2014,All Faith's Food Bank,32,1,8,1,1,2,2,3,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,3,2,77,77,2,2,3,Yes,88,88,88,88,88,88,88,88,88,88,88,88,2,2,3,Yes,"In Quarter 4 a baseline interview was conducted with this employer. At this time there is no further update, however follow-up will be conducted in 2014-2015, and support will be provided as needed.",Follow-up will be conducted in 2014-2015 as needed. This employer was interested in exploring options available to them through the Healthy Sarasota County Workplaces initiative.
Sarasota,4/28/2014,Children's World,15,1,0,1,2,99,99,99,88,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,2,2,77,77,1,4,3,Yes,88,88,88,88,88,88,88,88,88,88,88,88,1,4,3,Yes,"In Quarter 4 a baseline interview was conducted with this employer. Following the initial interview, sig88ge was provided to the employer, as well as educatio88l resources for cessation. At this time there is no further update, however follow-up will be conducted in 2014-2015, and support will be provided as needed.",Follow-up will be conducted in 2014-2015 as needed. This employer was interested in exploring options available to them through the Healthy Sarasota County Workplaces initiative.
Sarasota,5/2/2014,Red Property Management,30,1,77,1,2,99,99,99,88,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,1,2,77,77,1,4,1,No,88,88,88,88,88,88,88,88,88,88,88,88,1,4,1,No,"In Quarter 4 a baseline interview was conducted with this employer. Following the initial interview, sig88ge was provided to the employer, to help communicate their tobacco free policy.",Follow-up will be conducted in 2014-2015 as needed. This employer did not express any interest in continued follow-up or addressing cessation with their te88nts
Seminole,12/20/2012,FARO Tech,500,2,35,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,2,N,1,1,1,N,1,1,1,1,1,1,2,N,1,1,2,N,Had a face to face meeting; Engage employer in Tobacco Free FL week and WNTD will engage the employer during GASO.,Continue to send emails to HR/Benefits Ma88ger to create/promote policy change readiness
Seminole,12/17/2012,IOA,250,2,40,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,2,2,Y,1,1,1,N,1,1,1,Y,1,1,1,Y,1,1,1,N,Had a face to face meeting; Engage employer in Tobacco Free FL week and WNTD will engage the employer during GASO; preparing to discuss and draft a policy.,Continue to send emails to HR/Benefits Ma88ger to create/promote policy change readiness
Seminole,12/18/2012,Seminole County Public Schools (SCPS) ,1600,2,175,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,3,Y,5,5,5,Y,5,5,5,Y,5,5,5,Y,5,5,5,N,"Had a face to face meeting; Engaged employer in KBBD, Tobacco Free FL week and WNTD will engage the employer during GASO","Tobacco Free Policy Started July 1, 2012, working with Board now to improve, strengthen the existing policy language."
Seminole,11/27/2012,Village in the Green,75,2,10,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,1,Y,1,1,1,N,1,1,1,Y,1,1,1,Y,1,1,1,N,Had a face to face meeting; Engage employer in Tobacco Free FL week and WNTD will engage the employer during GASO,Continue to send emails to HR/Benefits Ma88ger to create/promote policy change readiness
Seminole,3/5/2013,Convergys,2000,2,20,1,1,2,12,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,2,2,2,1,2,2,Y,1,2,2,N,1,2,2,Y,1,2,2,Y,1,2,2,N,Had a face to face meeting; Engage employer in Tobacco Free FL week and WNTD will engage the employer during GASO,Continue to send emails to HR/Benefits Ma88ger to create/promote policy change readiness
Seminole,3/25/2013,Care Here- Lake Mary,250,2,16,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,77,3,2,2,2,1,2,2,Y,1,2,2,N,1,2,2,Y,1,2,2,Y,1,2,2,N,Had a conference call meeting; Engaged for WNTD and will engage  during GASO,"1 ma88ger for all 3 sites, great potential to implement Tobacco Observances"
Seminole,3/25/2013,Care Here- Oveido,375,2,25,1,1,1,10,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,77,3,2,2,2,1,2,2,Y,1,2,2,N,1,2,2,Y,1,2,2,Y,1,2,2,N,Had a conference call meeting; Engaged for WNTD and will engage  during GASO,"1 ma88ger for all 3 sites, great potential to implement Tobacco Observances"
Seminole,3/25/2013,Care Here- Sanford,450,2,40,1,1,1,10,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,2,1,77,3,2,2,2,1,2,2,Y,1,2,2,N,1,2,2,Y,1,2,2,Y,1,2,2,N,Had a conference call meeting; Engaged for WNTD and will engage  during GASO,"1 ma88ger for all 3 sites, great potential to implement Tobacco Observances"
Seminole,1/29/2012,Seminole State College,99,2,99,1,1,2,4,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,77,3,2,1,2,1,3,2,Y,2,4,4,Y,2,4,4,Y,2,4,4,Y,2,4,4,N,Meet with Director of Policy & Labor Relations and Director of Athletics & Wellness to discuss policy rollout and presenting at faculty convocation day.,Tobacco Free Policy went into Effect on 8/26/2013
Seminole,5/6/2013,Florida Leauge,4,1,1,1,1,1,10,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,Y,2,3,3,N,2,3,3,Y,2,3,3,Y,2,3,3,N,"Very Small 4 Employees, However Sanford Stadium, has implemented Smoke-Free Policy inside and 25 foot perimeter around","Sanford Stadium, has implemented Smoke-Free Policy inside and 25 foot perimeter around"
Seminole,4/22/2013,City of Longwood,188,2,15,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,1,Y,1,1,1,N,1,1,1,Y,1,1,1,Y,1,1,1,N,Had a face to face meeting and will engage the employer during GASO,Continue to send emails to HR/Benefits Ma88ger to create/promote policy change readiness
Seminole,4/22/2013,City of Casselberry,240,2,25,1,1,1,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,1,1,Y,1,1,1,N,1,1,1,Y,1,1,1,Y,1,1,1,N,Had a face to face meeting and will engage the employer during GASO,Continue to send emails to HR/Benefits Ma88ger to create/promote policy change readiness
Seminole,3/29/2013,Seminole County Government,1262,2,150,1,1,2,4,6,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,77,3,2,1,2,1,1,2,Y,1,1,2,N,1,1,2,Y,1,1,2,Y,1,1,2,N,Had a face to face meeting and will engage the employer during GASO,Continue to send emails to HR/Benefits Ma88ger to create/promote policy change readiness
Seminole,8/13/2013,Seminole Behavorial Health,200,2,18,1,1,2,11,2,2,2,2,2,2,2,2,2,2,2,2,77,77,77,77,77,77,77,77,77,4,2,2,2,1,1,2,N,1,1,2,N,1,1,2,y,1,1,2,y,1,1,2,N,Had a face to face meeting and will engage the employer during GASO,the company being acquired and merging with 2 other companies and the new company will be looking into implementing a tobacco free campus policy.
Seminole,8/27/2013,Del-Air,850,2,85,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,77,77,77,77,77,77,77,77,77,4,2,2,2,1,1,1,Y,1,1,1,Y,1,1,1,Y,1,1,1,Y,1,1,1,N,Had a face to face meeting and will engage the employer during GASO,Planning to engage during all Tobacco Observances; Difficult to engage employee because they are all transit AC repairmen.
Seminole,8/27/2013,City of Altamonte Springs,425,2,20,1,1,2,2,1,1,2,2,2,2,77,77,77,77,77,77,1,2,1,77,1,2,77,77,77,4,2,2,2,1,1,1,Y,1,1,1,Y,1,1,1,Y,1,1,1,Y,1,1,1,N,Face to face meeting and will engage the employer to host 2013 GASO activities,HR Ma88ger expressed a huge interest in participating in the 2013 GASO events.
Seminole,10/24/2013,TruValu Pharmacy,16,1,2,1,2,99,99,99,88,99,99,99,77,99,99,99,99,77,77,99,99,99,99,77,77,99,77,99,3,2,77,77,1,1,2,Y,88,88,88,N,1,1,2,Y,1,1,2,Y,1,1,2,N,"Face to face meeting; Engaged employer in 2014 KBBD, Tobacco Free FL week and WNTD ",The owner expressed in participating in the 2013 GASO Kickoff & events.
Seminole,12/2/2013,"TPI, Inc",25,1,3,1,1,2,2,3,1,2,2,2,2,77,77,77,77,77,77,1,2,1,77,1,2,77,77,77,3,2,2,2,1,1,1,Y,88,88,88,N,1,1,1,Y,1,1,1,Y,1,1,1,N,"Face to face meeting; Engaged employer in 2014 KBBD, Tobacco Free FL week and WNTD ",Just Switched from 43 to Aet88 and the Employees are not happy with the plan or coverage options.
Seminole,12/5/2013,Remington College,1200,2,288,1,1,1,7,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,Y,88,88,88,N,1,2,1,Y,1,2,1,Y,1,2,1,N,"Face to face meeting; Engaged employer in 2014 KBBD, Tobacco Free FL week and WNTD ",HR does a benefits campaign 2 times a year to highlight coverage options. Would like more info on the Quitline and Tools to Quit class (referred to AHEC)
Seminole,2/5/2014,A77ORE,24,1,4,1,2,88,88,3,88,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,Y,88,88,88,N,88,88,88,N,1,1,2,Y,1,1,2,N,Face to face meeting; Engaged employer in 2014 Tobacco Free FL week and WNTD ,Going to share the information with the owner and would like to distribute the information on cessation to clients that come to their facility for rehabilitation and physical therapy services.
Seminole,2/26/2014,ServPro,11,1,2,1,2,88,88,3,88,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,Y,88,88,88,N,88,88,88,N,1,1,2,Y,1,1,2,N,Face to face meeting; Engaged employer in 2014 Tobacco Free FL week and WNTD ,he majority of their workforce is transient; the company emphasizes workplace safety which ties into wellness. Employees are not allowed to smoke in company vehicles or contracted worksites due to working with and hauling hazardous materials. There were no smoking signs posted throughout the facility especially in areas where hazardous materials and chemicals were stored.
Seminole,2/27/2014,Central Florida Family Health,205,2,30,1,1,2,6,2,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,3,2,77,77,2,4,2,Y,88,88,88,N,88,88,88,N,2,4,2,Y,2,4,2,Y,Face to face meeting; Engaged employer in 2014 Tobacco Free FL week and WNTD ,"The next plan renewal takes place in June of 2014 and will look more closely at the tobacco cessation portion. Additio88lly, Mr. Nieves asked about E-cigarette language to incorporate into the policy currently in place."
Seminole,4/30/2014,"CPH, Inc.",215,2,8,1,1,2,7,3,77,2,2,2,2,2,2,2,2,2,2,77,77,77,77,77,77,77,77,77,1,2,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1,2,2,Y,Face to face meeting; Engaged employer in 2014 WNTD observance ,"The next plan renewal period in July 1, 2014 and will look more closely at the tobacco cessation portion. Would like more info on E-cigarette policy language to incorporate into the policy currently in place."
Seminole,5/14/2014,ATIRA,165,2,20,1,1,2,1,3,1,2,2,2,2,2,2,1,1,1,2,1,77,77,77,77,77,77,77,2,1,2,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,2,2,Y,Face to face meeting; Engaged employer in 2014 WNTD observance ,The next plan renewal period is in 2017.  Would like more info on E-cigarette policy language.
Seminole,5/29/2014,D & A Building Services,350,2,24,1,1,2,2,3,77,2,2,2,2,2,2,2,2,2,2,2,77,77,77,77,77,77,77,2,4,2,2,2,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,2,3,1,Y,Face to face meeting; Engaged employer in 2014 WNTD observance ,Did not know the next policy renewal date
Saint Johns,4/8/1900,City of St Augustine,777,2,80,1,1,2,6,5,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,4,2,1,1,77,77,77,77,1,2,4,Yes,1,2,4,Yes,1,2,4,Yes,1,2,4,Yes,"Follow-up communication face-to-face, cessation resources and tobacco education information provided.",We developed a new cessation services flyer to help re-frame the message to employers. 
