"","mosquito","site1","site2","site3","site4","site5","site6","code","nTraps","date","site7","site8","site9","site10"
"3752","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2008-09-16,NA,NA,NA,NA
"3753","Anopheles crucians",127,NA,95,NA,NA,NA,34,6,2008-09-16,NA,NA,NA,NA
"3754","A. quadrimaculatus",NA,NA,NA,NA,NA,3,31,6,2008-09-16,NA,NA,NA,NA
"3755","Culex  erraticus",49,33,NA,NA,NA,NA,25,6,2008-09-16,NA,NA,NA,NA
"3756","C. nigrapalpus",361,127,179,128,NA,15,42,6,2008-09-16,NA,NA,NA,NA
"3757","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2008-09-16,NA,NA,NA,NA
"3758","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2008-09-16,NA,NA,NA,NA
"3759","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2008-09-16,NA,NA,NA,NA
"3760","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2008-09-16,NA,NA,NA,NA
"3761","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2008-09-16,NA,NA,NA,NA
"3762","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2008-09-16,NA,NA,NA,NA
"3763","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2008-09-16,NA,NA,NA,NA
"3764","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2008-09-16,NA,NA,NA,NA
"3765","Psorophora  ciliata",NA,1,NA,NA,NA,NA,51,6,2008-09-16,NA,NA,NA,NA
"3766","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2008-09-16,NA,NA,NA,NA
"3767","P. ferox",NA,NA,32,29,NA,NA,52,6,2008-09-16,NA,NA,NA,NA
"3768","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2008-09-16,NA,NA,NA,NA
"3769","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2008-09-16,NA,NA,NA,NA
"3770","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2008-09-16,NA,NA,NA,NA
"3771","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2008-09-16,NA,NA,NA,NA
"3772","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2008-09-16,NA,NA,NA,NA
"3773","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2008-09-16,NA,NA,NA,NA
"3774","Aedes albopictus",NA,NA,3,NA,2,NA,2,6,2010-09-16,NA,NA,NA,NA
"3775","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2010-09-16,NA,NA,NA,NA
"3776","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2010-09-16,NA,NA,NA,NA
"3777","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,NA,9,6,2010-09-16,NA,NA,NA,NA
"3778","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2010-09-16,NA,NA,NA,NA
"3779","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2010-09-16,NA,NA,NA,NA
"3780","O. infirmatus",NA,13,16,3,6,NA,7,6,2010-09-16,NA,NA,NA,NA
"3781","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2010-09-16,NA,NA,NA,NA
"3782","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2010-09-16,NA,NA,NA,NA
"3783","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2010-09-16,NA,NA,NA,NA
"3784","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2010-09-16,NA,NA,NA,NA
"3785","Anopheles crucians",13,35,NA,5,10,59,34,6,2010-09-16,NA,NA,NA,NA
"3786","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2010-09-16,NA,NA,NA,NA
"3787","Culex  erraticus",NA,12,9,6,5,21,25,6,2010-09-16,NA,NA,NA,NA
"3788","C. nigrapalpus",47,79,27,16,13,159,42,6,2010-09-16,NA,NA,NA,NA
"3789","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2010-09-16,NA,NA,NA,NA
"3790","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2010-09-16,NA,NA,NA,NA
"3791","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2010-09-16,NA,NA,NA,NA
"3792","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2010-09-16,NA,NA,NA,NA
"3793","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2010-09-16,NA,NA,NA,NA
"3794","Coquillettidia  perturbans",NA,NA,NA,NA,1,NA,60,6,2010-09-16,NA,NA,NA,NA
"3795","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2010-09-16,NA,NA,NA,NA
"3796","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2010-09-16,NA,NA,NA,NA
"3797","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2010-09-16,NA,NA,NA,NA
"3798","P. columbiae",5,NA,NA,NA,4,NA,50,6,2010-09-16,NA,NA,NA,NA
"3799","P. ferox",NA,NA,NA,NA,NA,NA,52,6,2010-09-16,NA,NA,NA,NA
"3800","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2010-09-16,NA,NA,NA,NA
"3801","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2010-09-16,NA,NA,NA,NA
"3802","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2010-09-16,NA,NA,NA,NA
"3803","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2010-09-16,NA,NA,NA,NA
"3804","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2010-09-16,NA,NA,NA,NA
"3805","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2010-09-16,NA,NA,NA,NA
"3806","Aedes albopictus",NA,NA,1,NA,1,NA,2,10,2013-09-17,NA,NA,NA,NA
"3807","A. aegypti",NA,NA,NA,NA,NA,NA,3,10,2013-09-17,NA,NA,NA,NA
"3808","A. vexans",NA,NA,NA,NA,NA,NA,1,10,2013-09-17,NA,NA,NA,NA
"3809","Ochlerotatus atlanticus",NA,NA,NA,1,NA,176,9,10,2013-09-17,NA,NA,NA,16
"3810","O. dupreei",NA,NA,NA,NA,NA,NA,18,10,2013-09-17,NA,NA,NA,NA
"3811","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,10,2013-09-17,NA,NA,NA,NA
"3812","O. infirmatus",NA,NA,NA,NA,2,NA,7,10,2013-09-17,NA,NA,NA,NA
"3813","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,10,2013-09-17,NA,NA,NA,NA
"3814","O. sollicitans",NA,NA,NA,NA,NA,NA,15,10,2013-09-17,NA,NA,NA,NA
"3815","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,10,2013-09-17,NA,NA,NA,NA
"3816","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,10,2013-09-17,NA,NA,NA,NA
"3817","Anopheles crucians",128,NA,NA,NA,NA,128,34,10,2013-09-17,NA,160,NA,72
"3818","A. quadrimaculatus",NA,NA,NA,NA,1,NA,31,10,2013-09-17,NA,96,NA,NA
"3819","Culex  erraticus",896,1104,4,NA,10,912,25,10,2013-09-17,20,1184,496,464
"3820","C. nigripalpus",200,136,1,17,4,192,42,10,2013-09-17,80,160,96,16
"3821","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,10,2013-09-17,NA,NA,NA,NA
"3822","C. restuans",NA,NA,NA,NA,NA,NA,21,10,2013-09-17,NA,NA,NA,NA
"3823","C.  salinarius",NA,NA,NA,NA,NA,NA,23,10,2013-09-17,NA,NA,NA,NA
"3824","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,10,2013-09-17,NA,NA,NA,NA
"3825","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,10,2013-09-17,NA,NA,NA,NA
"3826","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,10,2013-09-17,8,256,64,64
"3827","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,10,2013-09-17,NA,NA,NA,NA
"3828","M. dyari",NA,48,NA,NA,1,240,48,10,2013-09-17,192,1472,320,40
"3829","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,10,2013-09-17,NA,NA,NA,NA
"3830","P. columbiae",NA,NA,NA,NA,NA,16,50,10,2013-09-17,NA,32,NA,NA
"3831","P. ferox",NA,NA,NA,NA,NA,NA,52,10,2013-09-17,NA,NA,NA,16
"3832","P. howardii",NA,NA,NA,NA,NA,NA,54,10,2013-09-17,NA,NA,NA,NA
"3833","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,10,2013-09-17,NA,NA,NA,NA
"3834","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,10,2013-09-17,NA,NA,NA,NA
"3835","U.  lowii",NA,NA,NA,NA,NA,NA,71,10,2013-09-17,NA,NA,NA,NA
"3836","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,10,2013-09-17,NA,NA,NA,NA
"3837","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,10,2013-09-17,NA,NA,NA,NA
"3838","Other (Cx coronator)",NA,NA,NA,NA,NA,NA,100,10,2013-09-17,NA,NA,NA,NA
"3839","Aedes albopictus",NA,NA,NA,NA,NA,NA,2,9,2012-09-18,NA,NA,NA,NA
"3840","A. aegypti",NA,NA,NA,NA,NA,NA,3,9,2012-09-18,NA,NA,NA,NA
"3841","A. vexans",NA,NA,NA,NA,NA,NA,1,9,2012-09-18,NA,NA,NA,NA
"3842","Ochlerotatus atlanticus",31,11,17,52,23,35,9,9,2012-09-18,15,61,3,NA
"3843","O. dupreei",NA,NA,NA,NA,NA,NA,18,9,2012-09-18,NA,NA,NA,NA
"3844","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,9,2012-09-18,NA,NA,NA,NA
"3845","O. infirmatus",6,21,NA,23,12,NA,7,9,2012-09-18,1,11,16,NA
"3846","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,9,2012-09-18,NA,NA,NA,NA
"3847","O. solicitans",NA,NA,NA,NA,NA,NA,15,9,2012-09-18,NA,NA,NA,NA
"3848","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,9,2012-09-18,NA,NA,NA,NA
"3849","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,9,2012-09-18,NA,NA,NA,NA
"3850","Anopheles crucians",NA,NA,31,NA,23,23,34,9,2012-09-18,3,8,NA,NA
"3851","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,9,2012-09-18,NA,NA,NA,NA
"3852","Culex  erraticus",1,41,12,NA,NA,NA,25,9,2012-09-18,NA,NA,NA,NA
"3853","C. nigrapalpus",516,162,221,311,215,441,42,9,2012-09-18,362,177,216,NA
"3854","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,9,2012-09-18,NA,NA,NA,NA
"3855","C. restuans",NA,NA,NA,NA,NA,NA,21,9,2012-09-18,NA,NA,NA,NA
"3856","C.  salinarius",NA,NA,NA,NA,NA,NA,23,9,2012-09-18,NA,NA,NA,NA
"3857","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,9,2012-09-18,NA,NA,NA,NA
"3858","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,9,2012-09-18,NA,NA,NA,NA
"3859","Coquillettidia  perturbans",12,5,3,8,NA,1,60,9,2012-09-18,NA,NA,3,NA
"3860","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,9,2012-09-18,NA,NA,NA,NA
"3861","M. dyari",NA,NA,NA,NA,NA,NA,48,9,2012-09-18,NA,NA,NA,NA
"3862","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,9,2012-09-18,NA,NA,NA,NA
"3863","P. columbiae",NA,NA,NA,NA,NA,NA,50,9,2012-09-18,NA,NA,NA,NA
"3864","P. ferox",NA,NA,NA,NA,NA,NA,52,9,2012-09-18,NA,NA,NA,NA
"3865","P. howardii",NA,NA,NA,NA,NA,NA,54,9,2012-09-18,NA,NA,NA,NA
"3866","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,9,2012-09-18,NA,NA,NA,NA
"3867","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,9,2012-09-18,NA,NA,NA,NA
"3868","U.  lowii",NA,NA,NA,NA,NA,NA,71,9,2012-09-18,NA,NA,NA,NA
"3869","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,9,2012-09-18,NA,NA,NA,NA
"3870","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,9,2012-09-18,NA,NA,NA,NA
"3871","Aedes albopictus",NA,NA,NA,NA,NA,NA,2,6,2010-09-21,NA,NA,NA,NA
"3872","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2010-09-21,NA,NA,NA,NA
"3873","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2010-09-21,NA,NA,NA,NA
"3874","Ochlerotatus atlanticus",NA,21,NA,NA,NA,33,9,6,2010-09-21,NA,NA,NA,NA
"3875","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2010-09-21,NA,NA,NA,NA
"3876","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2010-09-21,NA,NA,NA,NA
"3877","O. infirmatus",NA,15,5,NA,3,12,7,6,2010-09-21,NA,NA,NA,NA
"3878","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2010-09-21,NA,NA,NA,NA
"3879","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2010-09-21,NA,NA,NA,NA
"3880","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2010-09-21,NA,NA,NA,NA
"3881","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2010-09-21,NA,NA,NA,NA
"3882","Anopheles crucians",13,NA,NA,8,7,56,34,6,2010-09-21,NA,NA,NA,NA
"3883","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2010-09-21,NA,NA,NA,NA
"3884","Culex  erraticus",11,NA,NA,1,2,69,25,6,2010-09-21,NA,NA,NA,NA
"3885","C. nigrapalpus",61,43,13,10,39,235,42,6,2010-09-21,NA,NA,NA,NA
"3886","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2010-09-21,NA,NA,NA,NA
"3887","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2010-09-21,NA,NA,NA,NA
"3888","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2010-09-21,NA,NA,NA,NA
"3889","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2010-09-21,NA,NA,NA,NA
"3890","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2010-09-21,NA,NA,NA,NA
"3891","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2010-09-21,NA,NA,NA,NA
"3892","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2010-09-21,NA,NA,NA,NA
"3893","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2010-09-21,NA,NA,NA,NA
"3894","Psorophora  ciliata",NA,NA,NA,NA,NA,NA,51,6,2010-09-21,NA,NA,NA,NA
"3895","P. columbiae",15,NA,35,9,NA,NA,50,6,2010-09-21,NA,NA,NA,NA
"3896","P. ferox",NA,NA,10,NA,NA,NA,52,6,2010-09-21,NA,NA,NA,NA
"3897","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2010-09-21,NA,NA,NA,NA
"3898","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2010-09-21,NA,NA,NA,NA
"3899","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2010-09-21,NA,NA,NA,NA
"3900","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2010-09-21,NA,NA,NA,NA
"3901","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2010-09-21,NA,NA,NA,NA
"3902","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2010-09-21,NA,NA,NA,NA
"3903","Aedes albopictus",7,NA,NA,NA,NA,NA,2,6,2011-09-21,NA,NA,NA,NA
"3904","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2011-09-21,NA,NA,NA,NA
"3905","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2011-09-21,NA,NA,NA,NA
"3906","Ochlerotatus atlanticus",71,49,118,12,NA,9,9,6,2011-09-21,NA,NA,NA,NA
"3907","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2011-09-21,NA,NA,NA,NA
"3908","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2011-09-21,NA,NA,NA,NA
"3909","O. infirmatus",62,35,69,41,NA,12,7,6,2011-09-21,NA,NA,NA,NA
"3910","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2011-09-21,NA,NA,NA,NA
"3911","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2011-09-21,NA,NA,NA,NA
"3912","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2011-09-21,NA,NA,NA,NA
"3913","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2011-09-21,NA,NA,NA,NA
"3914","Anopheles crucians",57,NA,95,NA,NA,NA,34,6,2011-09-21,NA,NA,NA,NA
"3915","A. quadrimaculatus",NA,NA,NA,NA,NA,3,31,6,2011-09-21,NA,NA,NA,NA
"3916","Culex  erraticus",49,33,NA,NA,NA,NA,25,6,2011-09-21,NA,NA,NA,NA
"3917","C. nigrapalpus",152,127,81,116,NA,15,42,6,2011-09-21,NA,NA,NA,NA
"3918","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2011-09-21,NA,NA,NA,NA
"3919","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2011-09-21,NA,NA,NA,NA
"3920","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2011-09-21,NA,NA,NA,NA
"3921","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2011-09-21,NA,NA,NA,NA
"3922","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2011-09-21,NA,NA,NA,NA
"3923","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2011-09-21,NA,NA,NA,NA
"3924","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2011-09-21,NA,NA,NA,NA
"3925","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2011-09-21,NA,NA,NA,NA
"3926","Psorophora  ciliata",NA,1,NA,NA,NA,NA,51,6,2011-09-21,NA,NA,NA,NA
"3927","P. columbiae",NA,NA,NA,NA,NA,NA,50,6,2011-09-21,NA,NA,NA,NA
"3928","P. ferox",NA,NA,32,29,NA,NA,52,6,2011-09-21,NA,NA,NA,NA
"3929","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2011-09-21,NA,NA,NA,NA
"3930","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2011-09-21,NA,NA,NA,NA
"3931","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2011-09-21,NA,NA,NA,NA
"3932","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2011-09-21,NA,NA,NA,NA
"3933","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2011-09-21,NA,NA,NA,NA
"3934","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2011-09-21,NA,NA,NA,NA
"3935","Aedes albopictus",NA,NA,NA,1,1,NA,2,6,2008-09-23,NA,NA,NA,NA
"3936","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2008-09-23,NA,NA,NA,NA
"3937","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2008-09-23,NA,NA,NA,NA
"3938","Ochlerotatus atlanticus",9,12,96,2,1,137,9,6,2008-09-23,NA,NA,NA,NA
"3939","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2008-09-23,NA,NA,NA,NA
"3940","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2008-09-23,NA,NA,NA,NA
"3941","O. infirmatus",7,19,128,1,3,279,7,6,2008-09-23,NA,NA,NA,NA
"3942","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2008-09-23,NA,NA,NA,NA
"3943","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2008-09-23,NA,NA,NA,NA
"3944","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2008-09-23,NA,NA,NA,NA
"3945","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2008-09-23,NA,NA,NA,NA
"3946","Anopheles crucians",NA,7,NA,NA,3,19,34,6,2008-09-23,NA,NA,NA,NA
"3947","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2008-09-23,NA,NA,NA,NA
"3948","Culex  erraticus",3,NA,13,NA,2,17,25,6,2008-09-23,NA,NA,NA,NA
"3949","C. nigrapalpus",12,17,75,4,1,134,42,6,2008-09-23,NA,NA,NA,NA
"3950","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2008-09-23,NA,NA,NA,NA
"3951","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2008-09-23,NA,NA,NA,NA
"3952","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2008-09-23,NA,NA,NA,NA
"3953","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2008-09-23,NA,NA,NA,NA
"3954","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2008-09-23,NA,NA,NA,NA
"3955","Coquillettidia  perturbans",NA,NA,NA,NA,NA,NA,60,6,2008-09-23,NA,NA,NA,NA
"3956","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2008-09-23,NA,NA,NA,NA
"3957","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2008-09-23,NA,NA,NA,NA
"3958","Psorophora  ciliata",NA,NA,NA,NA,NA,1,51,6,2008-09-23,NA,NA,NA,NA
"3959","P. columbiae",NA,3,NA,NA,NA,NA,50,6,2008-09-23,NA,NA,NA,NA
"3960","P. ferox",NA,NA,6,2,NA,5,52,6,2008-09-23,NA,NA,NA,NA
"3961","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2008-09-23,NA,NA,NA,NA
"3962","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2008-09-23,NA,NA,NA,NA
"3963","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2008-09-23,NA,NA,NA,NA
"3964","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2008-09-23,NA,NA,NA,NA
"3965","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2008-09-23,NA,NA,NA,NA
"3966","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2008-09-23,NA,NA,NA,NA
"3967","Aedes albopictus",NA,NA,NA,2,1,NA,2,6,2010-09-23,NA,NA,NA,NA
"3968","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2010-09-23,NA,NA,NA,NA
"3969","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2010-09-23,NA,NA,NA,NA
"3970","Ochlerotatus atlanticus",NA,NA,1,2,3,23,9,6,2010-09-23,NA,NA,NA,NA
"3971","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2010-09-23,NA,NA,NA,NA
"3972","O. fulvus pallens",NA,NA,NA,2,NA,NA,8,6,2010-09-23,NA,NA,NA,NA
"3973","O. infirmatus",21,NA,9,16,5,39,7,6,2010-09-23,NA,NA,NA,NA
"3974","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2010-09-23,NA,NA,NA,NA
"3975","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2010-09-23,NA,NA,NA,NA
"3976","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2010-09-23,NA,NA,NA,NA
"3977","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2010-09-23,NA,NA,NA,NA
"3978","Anopheles crucians",13,21,6,9,3,133,34,6,2010-09-23,NA,NA,NA,NA
"3979","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2010-09-23,NA,NA,NA,NA
"3980","Culex  erraticus",75,NA,NA,1,7,NA,25,6,2010-09-23,NA,NA,NA,NA
"3981","C. nigrapalpus",NA,34,23,4,NA,154,42,6,2010-09-23,NA,NA,NA,NA
"3982","C.  quinquefasciatus",NA,NA,NA,NA,NA,NA,27,6,2010-09-23,NA,NA,NA,NA
"3983","C. restuans",NA,NA,NA,NA,NA,NA,21,6,2010-09-23,NA,NA,NA,NA
"3984","C.  salinarius",NA,NA,NA,NA,NA,NA,23,6,2010-09-23,NA,NA,NA,NA
"3985","Culiseta  inornata",NA,NA,NA,NA,NA,NA,40,6,2010-09-23,NA,NA,NA,NA
"3986","Culiseta  melanura",NA,NA,NA,NA,NA,NA,41,6,2010-09-23,NA,NA,NA,NA
"3987","Coquillettidia  perturbans",NA,NA,NA,3,NA,NA,60,6,2010-09-23,NA,NA,NA,NA
"3988","Mansonia  titillans",NA,NA,NA,NA,NA,NA,47,6,2010-09-23,NA,NA,NA,NA
"3989","M. dyari",NA,NA,NA,NA,NA,NA,48,6,2010-09-23,NA,NA,NA,NA
"3990","Psorophora  ciliata",NA,NA,NA,2,1,NA,51,6,2010-09-23,NA,NA,NA,NA
"3991","P. columbiae",5,13,3,NA,13,15,50,6,2010-09-23,NA,NA,NA,NA
"3992","P. ferox",NA,NA,1,NA,NA,31,52,6,2010-09-23,NA,NA,NA,NA
"3993","P. howardii",NA,NA,NA,NA,NA,NA,54,6,2010-09-23,NA,NA,NA,NA
"3994","Toxorhynchites rutilus",NA,NA,NA,NA,NA,NA,88,6,2010-09-23,NA,NA,NA,NA
"3995","Uranotaenia  sapphirina",NA,NA,NA,NA,NA,NA,70,6,2010-09-23,NA,NA,NA,NA
"3996","U.  lowii",NA,NA,NA,NA,NA,NA,71,6,2010-09-23,NA,NA,NA,NA
"3997","Wyeomyia  mitchellii",NA,NA,NA,NA,NA,NA,80,6,2010-09-23,NA,NA,NA,NA
"3998","W.  vanduzeei",NA,NA,NA,NA,NA,NA,82,6,2010-09-23,NA,NA,NA,NA
"3999","Aedes albopictus",NA,NA,NA,NA,NA,NA,2,6,2009-09-24,NA,NA,NA,NA
"4000","A. aegypti",NA,NA,NA,NA,NA,NA,3,6,2009-09-24,NA,NA,NA,NA
"4001","A. vexans",NA,NA,NA,NA,NA,NA,1,6,2009-09-24,NA,NA,NA,NA
"4002","Ochlerotatus atlanticus",NA,NA,NA,NA,NA,25,9,6,2009-09-24,NA,NA,NA,NA
"4003","O. dupreei",NA,NA,NA,NA,NA,NA,18,6,2009-09-24,NA,NA,NA,NA
"4004","O. fulvus pallens",NA,NA,NA,NA,NA,NA,8,6,2009-09-24,NA,NA,NA,NA
"4005","O. infirmatus",3,NA,NA,1,3,37,7,6,2009-09-24,NA,NA,NA,NA
"4006","O.  mitchellae",NA,NA,NA,NA,NA,NA,6,6,2009-09-24,NA,NA,NA,NA
"4007","O. solicitans",NA,NA,NA,NA,NA,NA,15,6,2009-09-24,NA,NA,NA,NA
"4008","O.  taeniorhynchus",NA,NA,NA,NA,NA,NA,5,6,2009-09-24,NA,NA,NA,NA
"4009","O.  triseriatus",NA,NA,NA,NA,NA,NA,14,6,2009-09-24,NA,NA,NA,NA
"4010","Anopheles crucians",16,5,NA,NA,NA,75,34,6,2009-09-24,NA,NA,NA,NA
"4011","A. quadrimaculatus",NA,NA,NA,NA,NA,NA,31,6,2009-09-24,NA,NA,NA,NA
"4012","Culex  erraticus",35,19,7,1,NA,132,25,6,2009-09-24,NA,NA,NA,NA
